shrid2,connected_villages,num_connected_villages,connected_populations,Town-Connected
11-24-485-03891-519147,"['11-24-485-03891-519133', '11-24-485-03891-519152', '11-24-485-03891-519135', '11-24-485-03891-519143', '11-24-485-03891-519145', '11-24-485-03891-519146', '11-24-485-03891-519150', '11-24-485-03891-519156', '11-24-485-03891-519139', '11-24-485-03891-519148']",10,"['1125.0', '664.0', '2270.0', '624.0', '825.0', '1859.0', '1839.0', '2503.0', '1584.0', '869.0']",1.0
11-24-485-03891-519148,"['11-24-485-03891-519133', '11-24-485-03891-519152', '11-24-485-03891-519147', '11-24-485-03891-519143', '11-24-485-03891-519135', '11-24-485-03891-519145', '11-24-485-03891-519146', '11-24-485-03891-519150', '11-24-485-03891-519156', '11-24-485-03891-519139']",10,,
11-24-485-03891-519150,"['11-24-485-03891-519152', '11-24-485-03891-519135', '11-24-485-03891-519143', '11-24-485-03891-519147', '11-24-485-03891-519145', '11-24-485-03891-519146', '11-24-485-03891-519156', '11-24-485-03891-519139', '11-24-485-03891-519148']",9,"['664.0', '2270.0', '624.0', '2352.0', '825.0', '1859.0', '2503.0', '1584.0', '869.0']",1.0
11-24-485-03891-519152,"['11-24-485-03891-519139', '11-24-485-03891-519153', '11-24-485-03891-519135', '11-24-485-03891-519143', '11-24-485-03891-519142', '11-24-485-03891-519147', '11-24-485-03891-519145', '11-24-485-03891-519159', '11-24-485-03891-519146', '11-24-485-03891-519150', '11-24-485-03891-519141', '11-24-485-03891-519148', '11-24-485-03891-519156', '11-24-485-03891-519144', '11-24-485-03891-519154']",15,"['1584.0', '620.0', '2270.0', '624.0', '313.0', '2352.0', '825.0', '1663.0', '1859.0', '1839.0', '677.0', '869.0', '2503.0', '515.0', '1949.0']",1.0
11-24-485-03891-519153,"['11-24-485-03891-519152', '11-24-485-03891-519142', '11-24-485-03891-519159', '11-24-485-03891-519141', '11-24-485-03891-519144', '11-24-485-03891-519154']",6,,
11-24-485-03891-519154,"['11-24-485-03891-519152', '11-24-485-03891-519153', '11-24-485-03891-519142', '11-24-485-03891-519159', '11-24-485-03891-519144', '11-24-485-03891-519141']",6,"['664.0', '620.0', '313.0', '1663.0', '515.0', '677.0']",0.0
11-24-485-03891-519156,"['11-24-485-03891-519152', '11-24-485-03891-519135', '11-24-485-03891-519143', '11-24-485-03891-519147', '11-24-485-03891-519145', '11-24-485-03891-519146', '11-24-485-03891-519150', '11-24-485-03891-519139', '11-24-485-03891-519148']",9,"['664.0', '2270.0', '624.0', '2352.0', '825.0', '1859.0', '1839.0', '1584.0', '869.0']",0.0
11-24-485-03891-519159,"['11-24-485-03891-519152', '11-24-485-03891-519153', '11-24-485-03891-519142', '11-24-485-03891-519154', '11-24-485-03891-519144', '11-24-485-03891-519141']",6,"['664.0', '620.0', '313.0', '1949.0', '515.0', '677.0']",0.0
11-24-485-03891-519167,"['11-24-485-03892-519257', '11-24-485-03891-519169', '11-24-485-03892-519251', '11-24-485-03891-519168', '11-24-485-03892-519254', '11-24-485-03892-519239']",6,,
11-24-485-03891-519168,"['11-24-485-03891-519167', '11-24-485-03891-519169', '11-24-485-03892-519251', '11-24-485-03892-519254', '11-24-485-03892-519239']",5,,
11-24-485-03891-519169,"['11-24-485-03891-519167', '11-24-485-03892-519251', '11-24-485-03891-519168', '11-24-485-03892-519254', '11-24-485-03892-519239']",5,"['938.0', '1757.0', '501.0', '2173.0', '1449.0']",0.0
11-24-485-03891-519179,"['11-24-485-03891-519126', '11-24-485-03891-519180']",2,,
11-24-485-03891-519180,"['11-24-485-03891-519179', '11-24-485-03891-519126']",2,"['1315.0', '9040.0']",1.0
11-24-485-03891-519182,"['11-24-485-03891-519124', '11-24-485-03891-519125', '11-24-485-03891-519183']",3,"['4616.0', '11015.0', '2968.0']",3.0
11-24-485-03891-519183,"['11-24-485-03891-519182', '11-24-485-03891-519124', '11-24-485-03891-519125']",3,"['4992.0', '4616.0', '11015.0']",3.0
11-24-485-03891-519187,[],0,[nan],0.0
11-24-485-03891-519188,['11-24-485-03891-519189'],1,['5053.0'],1.0
11-24-485-03891-519189,['11-24-485-03891-519188'],1,['6512.0'],1.0
11-24-485-03891-519209,"['11-24-485-03891-519211', '11-24-485-03891-519224', '11-24-485-03891-519226', '11-24-485-03891-519225', '11-24-485-03891-519210']",5,"['15285.0', '850.0', '2833.0', '4688.0', '3166.0']",4.0
11-24-485-03891-519210,"['11-24-485-03891-519211', '11-24-485-03891-519209']",2,"['15285.0', '4012.0']",2.0
11-24-485-03891-519211,"['11-24-485-03891-519209', '11-24-485-03891-519224', '11-24-485-03891-519226', '11-24-485-03891-519225', '11-24-485-03891-519210']",5,"['4012.0', '850.0', '2833.0', '4688.0', '3166.0']",4.0
11-24-485-03891-519214,"['11-24-485-03891-519216', '11-24-485-03891-519217', '11-24-485-03892-519312', '11-24-485-03891-519218', '11-24-485-03891-519219']",5,"['3153.0', '4528.0', '2868.0', '1360.0', '7847.0']",4.0
11-24-485-03891-519216,['11-24-485-03891-519214'],1,['4345.0'],1.0
11-24-485-03891-519217,"['11-24-485-03891-519214', '11-24-485-03891-519218', '11-24-485-03891-519219', '11-24-485-03892-519312']",4,"['4345.0', '1360.0', '7847.0', '2868.0']",3.0
11-24-485-03891-519218,"['11-24-485-03891-519217', '11-24-485-03891-519214', '11-24-485-03891-519219', '11-24-485-03892-519312']",4,,
11-24-485-03891-519219,"['11-24-485-03891-519217', '11-24-485-03891-519214', '11-24-485-03891-519218', '11-24-485-03892-519312']",4,"['4528.0', '4345.0', '1360.0', '2868.0']",3.0
11-24-485-03891-519224,"['11-24-485-03891-519225', '11-24-485-03891-519211', '11-24-485-03891-519209', '11-24-485-03891-519226']",4,,
11-24-485-03891-519225,"['11-24-485-03891-519211', '11-24-485-03891-519209', '11-24-485-03891-519224', '11-24-485-03891-519226', '11-24-485-03891-519229']",5,"['15285.0', '4012.0', '850.0', '2833.0', '2396.0']",3.0
11-24-485-03891-519226,"['11-24-485-03891-519224', '11-24-485-03891-519225', '11-24-485-03891-519211', '11-24-485-03891-519209']",4,"['850.0', '4688.0', '15285.0', '4012.0']",3.0
11-24-485-03891-519228,[],0,[nan],0.0
11-24-485-03891-519229,['11-24-485-03891-519225'],1,['4688.0'],1.0
11-24-485-03891-802589,"['11-24-485-03891-519119', '11-24-485-03891-519120']",2,,
11-24-485-03892-519238,"['11-24-485-03892-519252', '11-24-484-03884-518503', '11-24-485-03892-519254', '11-24-485-03892-519253']",4,"['652.0', '14781.0', '2173.0', '955.0']",1.0
11-24-485-03892-519239,"['11-24-485-03892-519257', '11-24-485-03891-519167', '11-24-485-03891-519169', '11-24-485-03892-519251', '11-24-485-03891-519168', '11-24-485-03892-519254']",6,"['3177.0', '938.0', '3572.0', '1757.0', '501.0', '2173.0']",2.0
11-24-485-03892-519249,['11-24-485-03892-519250'],1,['2444.0'],0.0
11-24-485-03892-519250,['11-24-485-03892-519249'],1,,
11-24-485-03892-519251,"['11-24-485-03892-519257', '11-24-485-03891-519167', '11-24-485-03891-519169', '11-24-485-03891-519168', '11-24-485-03892-519254', '11-24-485-03892-519239']",6,"['3177.0', '938.0', '3572.0', '501.0', '2173.0', '1449.0']",2.0
11-24-485-03892-519252,"['11-24-485-03892-519238', '11-24-485-03892-519254', '11-24-485-03892-519253']",3,,
11-24-485-03892-519253,"['11-24-485-03892-519252', '11-24-485-03892-519238', '11-24-485-03892-519254']",3,,
11-24-485-03892-519254,"['11-24-485-03892-519238', '11-24-485-03892-519257', '11-24-485-03891-519167', '11-24-485-03891-519169', '11-24-485-03892-519252', '11-24-485-03892-519251', '11-24-485-03891-519168', '11-24-485-03892-519239', '11-24-485-03892-519253']",9,,
11-24-485-03892-519257,"['11-24-485-03892-519239', '11-24-485-03892-519251', '11-24-485-03892-519254', '11-24-485-03891-519167']",4,"['1449.0', '1757.0', '2173.0', '938.0']",0.0
11-24-485-03892-519260,['11-24-485-03892-519272'],1,['1124.0'],0.0
11-24-485-03892-519272,"['11-24-485-03892-519276', '11-24-485-03892-519260']",2,,
11-24-485-03892-519275,['11-24-485-03892-519276'],1,,
11-24-485-03892-519276,"['11-24-485-03892-519272', '11-24-485-03892-519275', '11-24-485-03892-519283']",3,,
11-24-485-03892-519283,['11-24-485-03892-519276'],1,,
11-24-485-03892-519292,"['11-24-485-03892-519329', '11-24-485-03892-519330', '11-24-485-03892-519312', '11-24-485-03892-519293', '11-24-485-03892-519335']",5,,
11-24-485-03892-519293,"['11-24-485-03892-519329', '11-24-485-03892-519330', '11-24-485-03892-519312', '11-24-485-03892-519292', '11-24-485-03892-519335']",5,"['1021.0', '1015.0', '2868.0', '979.0', '1373.0']",1.0
11-24-485-03892-519301,"['11-24-485-03892-519303', '11-24-485-03892-519319', '11-24-485-03892-519318']",3,"['363.0', '1038.0', '1403.0']",0.0
11-24-485-03892-519303,"['11-24-485-03892-519319', '11-24-485-03892-519301', '11-24-485-03892-519318']",3,,
11-24-485-03892-519312,"['11-24-485-03892-519329', '11-24-485-03892-519330', '11-24-485-03891-519217', '11-24-485-03892-519292', '11-24-485-03891-519214', '11-24-485-03892-519293', '11-24-485-03892-519335', '11-24-485-03891-519218', '11-24-485-03891-519219']",9,"['1021.0', '1015.0', '4528.0', '979.0', '4345.0', '1431.0', '1373.0', '1360.0', '7847.0']",3.0
11-24-485-03892-519318,"['11-24-485-03892-519303', '11-24-485-03892-519301', '11-24-485-03892-519319']",3,"['363.0', '1211.0', '1038.0']",0.0
11-24-485-03892-519319,"['11-24-485-03892-519303', '11-24-485-03892-519301', '11-24-485-03892-519318']",3,,
11-24-485-03892-519323,"['11-24-485-03892-519341', '11-24-485-03892-519342']",2,"['1674.0', '3218.0']",1.0
11-24-485-03892-519324,"['11-24-485-03892-519325', '11-24-485-03892-519337']",2,,
11-24-485-03892-519325,"['11-24-485-03892-519337', '11-24-485-03892-519324']",2,"['912.0', '2783.0']",1.0
11-24-485-03892-519329,"['11-24-485-03892-519330', '11-24-485-03892-519312', '11-24-485-03892-519292', '11-24-485-03892-519293', '11-24-485-03892-519335']",5,"['1015.0', '2868.0', '979.0', '1431.0', '1373.0']",1.0
11-24-485-03892-519330,"['11-24-485-03892-519329', '11-24-485-03892-519312', '11-24-485-03892-519292', '11-24-485-03892-519293', '11-24-485-03892-519335']",5,"['1021.0', '2868.0', '979.0', '1431.0', '1373.0']",1.0
11-24-485-03892-519335,"['11-24-485-03892-519329', '11-24-485-03892-519330', '11-24-485-03892-519312', '11-24-485-03892-519292', '11-24-485-03892-519293']",5,"['1021.0', '1015.0', '2868.0', '979.0', '1431.0']",1.0
11-24-485-03892-519337,"['11-24-485-03892-519325', '11-24-485-03892-519324']",2,,
11-24-485-03892-519341,"['11-24-485-03892-519342', '11-24-485-03892-519323']",2,"['3218.0', '4303.0']",2.0
11-24-485-03892-519342,"['11-24-485-03892-519341', '11-24-485-03892-519353', '11-24-485-03892-519354', '11-24-485-03892-519323']",4,,
11-24-485-03892-519350,['11-24-485-03892-519351'],1,['2583.0'],1.0
11-24-485-03892-519351,['11-24-485-03892-519350'],1,,
11-24-485-03892-519353,"['11-24-485-03892-519354', '11-24-485-03892-519342']",2,,
11-24-485-03892-519354,"['11-24-485-03892-519353', '11-24-485-03892-519342']",2,"['1263.0', '3218.0']",1.0
11-24-485-03892-519356,"['11-24-485-03892-519357', '11-24-485-03892-519370', '11-24-485-03892-519363']",3,"['4612.0', '3841.0', '4523.0']",3.0
11-24-485-03892-519357,"['11-24-485-03892-519356', '11-24-485-03892-519370', '11-24-485-03892-519363']",3,"['2451.0', '3841.0', '4523.0']",2.0
11-24-485-03892-519363,"['11-24-485-03892-519356', '11-24-485-03892-519357', '11-24-485-03892-519377', '11-24-485-03892-519370']",4,,
11-24-485-03892-519366,[],0,[nan],0.0
11-24-485-03892-519370,"['11-24-485-03892-519356', '11-24-485-03892-519357', '11-24-485-03892-519377', '11-24-485-03892-519363']",4,"['2451.0', '4612.0', '4976.0', '4523.0']",3.0
11-24-485-03892-519374,"['11-24-485-03892-519387', '11-24-485-03892-519385', '11-24-485-03892-519384', '11-24-485-03892-519388']",4,"['3032.0', '1604.0', '1687.0', '12816.0']",2.0
11-24-485-03892-519377,"['11-24-485-03892-519370', '11-24-485-03892-519363']",2,"['3841.0', '4523.0']",2.0
11-24-485-03892-519379,[],0,[nan],0.0
11-24-485-03892-519380,"['11-24-485-03896-519612', '11-24-485-03896-519609', '11-24-485-03892-519381']",3,"['3495.0', '1523.0', '2874.0']",2.0
11-24-485-03892-519381,['11-24-485-03892-519380'],1,['5815.0'],1.0
11-24-485-03892-519384,"['11-24-485-03892-519387', '11-24-485-03892-519374', '11-24-485-03892-519385', '11-24-485-03892-519388']",4,"['3032.0', '2728.0', '1604.0', '12816.0']",3.0
11-24-485-03892-519385,"['11-24-485-03892-519387', '11-24-485-03892-519374', '11-24-485-03892-519384', '11-24-485-03892-519388']",4,,
11-24-485-03892-519387,"['11-24-485-03892-519385', '11-24-485-03892-519374', '11-24-485-03892-519384', '11-24-485-03892-519388']",4,,
11-24-485-03892-519388,"['11-24-485-03892-519387', '11-24-485-03892-519385', '11-24-485-03892-519374', '11-24-485-03892-519384']",4,"['3032.0', '1604.0', '2728.0', '1687.0']",2.0
11-24-485-03893-519393,[],0,[nan],0.0
11-24-485-03893-519429,"['11-24-485-03893-519451', '11-24-485-03893-519432', '11-24-485-03893-519450']",3,"['4956.0', '1833.0', '6950.0']",2.0
11-24-485-03893-519432,"['11-24-485-03893-519451', '11-24-485-03893-519429', '11-24-485-03893-519450']",3,,
11-24-485-03893-519433,"['11-24-485-03893-519449', '11-24-485-03893-519457', '11-24-485-03893-519434']",3,"['12581.0', '5420.0', '9957.0']",3.0
11-24-485-03893-519434,"['11-24-485-03893-519449', '11-24-485-03893-519433', '11-24-485-03893-519457']",3,,
11-24-485-03893-519449,"['11-24-485-03893-519433', '11-24-485-03893-519434', '11-24-485-03893-519457']",3,,
11-24-485-03893-519450,"['11-24-485-03893-519451', '11-24-485-03893-519429', '11-24-485-03893-519432']",3,"['4956.0', '6263.0', '1833.0']",2.0
11-24-485-03893-519451,"['11-24-485-03893-519429', '11-24-485-03893-519450', '11-24-485-03893-519432']",3,,
11-24-485-03893-519457,"['11-24-485-03893-519449', '11-24-485-03893-519433', '11-24-485-03893-519434']",3,"['12581.0', '3277.0', '9957.0']",3.0
11-24-485-03893-519471,"['11-24-485-03893-519474', '11-24-485-03893-519472', '11-24-485-03893-519473']",3,,
11-24-485-03893-519472,"['11-24-485-03893-519473', '11-24-485-03893-519474', '11-24-485-03893-519471']",3,,
11-24-485-03893-519473,"['11-24-485-03893-519474', '11-24-485-03893-519472', '11-24-485-03893-519471']",3,,
11-24-485-03893-519474,"['11-24-485-03893-519473', '11-24-485-03893-519472', '11-24-485-03893-519471']",3,,
11-24-485-03893-802590,[],0,,
11-24-485-03894-519479,['11-24-485-03894-519480'],1,,
11-24-485-03894-519480,['11-24-485-03894-519479'],1,['5077.0'],1.0
11-24-485-03894-519496,"['11-24-485-03894-519506', '11-24-485-03894-519497']",2,,
11-24-485-03894-519497,"['11-24-485-03894-519496', '11-24-485-03894-519506']",2,"['3845.0', '2746.0']",2.0
11-24-485-03894-519498,['11-24-485-03894-519507'],1,,
11-24-485-03894-519499,"['11-24-485-03894-519501', '11-24-485-03894-519503']",2,,
11-24-485-03894-519501,"['11-24-485-03894-519499', '11-24-485-03894-519503']",2,,
11-24-485-03894-519503,"['11-24-485-03894-519501', '11-24-485-03894-519499']",2,,
11-24-485-03894-519505,['11-24-485-03894-519511'],1,['14329.0'],1.0
11-24-485-03894-519506,"['11-24-485-03894-519496', '11-24-485-03894-519497']",2,,
11-24-485-03894-519507,['11-24-485-03894-519498'],1,['3977.0'],1.0
11-24-485-03894-519511,['11-24-485-03894-519505'],1,['22691.0'],1.0
11-24-485-03895-519512,"['11-24-484-03884-518527', '11-24-484-03884-518526']",2,"['3125.0', '5381.0']",2.0
11-24-485-03895-519516,[],0,[nan],0.0
11-24-485-03895-519528,"['11-24-485-03895-519538', '11-24-485-03895-519534', '11-24-485-03895-802591']",3,"['2928.0', '830.0', nan]",1.0
11-24-485-03895-519532,[],0,[nan],0.0
11-24-485-03895-519534,"['11-24-485-03895-519538', '11-24-485-03895-519528', '11-24-485-03895-802591']",3,"['2928.0', '3604.0', nan]",2.0
11-24-485-03895-519535,"['11-24-484-03885-518635', '11-24-485-03895-519543']",2,"['12262.0', '3130.0']",2.0
11-24-485-03895-519538,"['11-24-485-03895-519541', '11-24-485-03895-519534', '11-24-485-03895-519528', '11-24-485-03895-802591']",4,"['2547.0', '830.0', '3604.0', nan]",2.0
11-24-485-03895-519541,['11-24-485-03895-519538'],1,['2928.0'],1.0
11-24-485-03895-519543,"['11-24-484-03885-518635', '11-24-485-03895-519535']",2,"['12262.0', '1087.0']",1.0
11-24-485-03895-519546,"['11-24-485-03895-519557', '11-24-485-03895-519561']",2,"['2568.0', '2777.0']",2.0
11-24-485-03895-519553,"['11-24-485-03895-519563', '11-24-485-03895-519555', '11-24-485-03895-519564', '11-24-485-03895-519554']",4,"['3569.0', '2558.0', '4678.0', '2946.0']",4.0
11-24-485-03895-519554,"['11-24-485-03895-519564', '11-24-485-03895-519563', '11-24-485-03895-519555', '11-24-485-03895-519553']",4,"['4678.0', '3569.0', '2558.0', '2193.0']",3.0
11-24-485-03895-519555,"['11-24-485-03895-519563', '11-24-485-03895-519564', '11-24-485-03895-519553', '11-24-485-03895-519554']",4,"['3569.0', '4678.0', '2193.0', '2946.0']",3.0
11-24-485-03895-519557,"['11-24-485-03895-519561', '11-24-485-03895-519546']",2,"['2777.0', '3672.0']",2.0
11-24-485-03895-519561,"['11-24-485-03895-519557', '11-24-485-03895-519546']",2,"['2568.0', '3672.0']",2.0
11-24-485-03895-519563,"['11-24-485-03895-519572', '11-24-485-03895-519555', '11-24-485-03895-519564', '11-24-485-03895-519573', '11-24-485-03895-519571', '11-24-485-03895-519554', '11-24-485-03895-519553']",7,"['2758.0', '2558.0', '4678.0', '1806.0', '824.0', '2946.0', '2193.0']",4.0
11-24-485-03895-519564,"['11-24-485-03895-519563', '11-24-485-03895-519555', '11-24-485-03895-519553', '11-24-485-03895-519554']",4,"['3569.0', '2558.0', '2193.0', '2946.0']",3.0
11-24-485-03895-519565,"['11-24-485-03895-519570', '11-24-485-03895-519566']",2,"['2040.0', '3222.0']",1.0
11-24-485-03895-519566,"['11-24-485-03895-519565', '11-24-485-03895-519570']",2,"['2995.0', '2040.0']",1.0
11-24-485-03895-519570,"['11-24-485-03895-519565', '11-24-485-03895-519571', '11-24-485-03895-519583', '11-24-485-03895-519566']",4,"['2995.0', '824.0', '7609.0', '3222.0']",3.0
11-24-485-03895-519571,"['11-24-485-03895-519570', '11-24-485-03895-519572', '11-24-485-03895-519573', '11-24-485-03895-519583', '11-24-485-03895-519563']",5,,
11-24-485-03895-519572,"['11-24-485-03895-519573', '11-24-485-03895-519563', '11-24-485-03895-519571']",3,"['1806.0', '3569.0', '824.0']",1.0
11-24-485-03895-519573,"['11-24-485-03895-519563', '11-24-485-03895-519572', '11-24-485-03895-519571']",3,"['3569.0', '2758.0', '824.0']",2.0
11-24-485-03895-519583,"['11-24-485-03895-519570', '11-24-485-03895-519571']",2,"['2040.0', '824.0']",0.0
11-24-485-03895-519588,"['11-24-485-03895-519591', '11-24-485-03895-519589']",2,"['2053.0', '2746.0']",1.0
11-24-485-03895-519589,"['11-24-485-03895-519588', '11-24-485-03895-519591']",2,"['1266.0', '2053.0']",0.0
11-24-485-03895-519591,"['11-24-485-03895-519588', '11-24-485-03895-519589']",2,,
11-24-485-03895-802591,"['11-24-485-03895-519538', '11-24-485-03895-519534', '11-24-485-03895-519528']",3,,
11-24-485-03896-519606,['11-24-485-03896-519607'],1,['5255.0'],1.0
11-24-485-03896-519607,['11-24-485-03896-519606'],1,['1386.0'],0.0
11-24-485-03896-519609,"['11-24-485-03896-519612', '11-24-485-03892-519380']",2,"['3495.0', '5815.0']",2.0
11-24-485-03896-519612,"['11-24-485-03896-519609', '11-24-485-03892-519380']",2,"['1523.0', '5815.0']",1.0
11-24-485-03896-519624,['11-24-485-03896-519625'],1,['5351.0'],1.0
11-24-485-03896-519625,['11-24-485-03896-519624'],1,['3750.0'],1.0
11-24-485-03896-519632,"['11-24-485-03896-519635', '11-24-485-03896-519633']",2,,
11-24-485-03896-519633,"['11-24-485-03896-519635', '11-24-485-03896-519632']",2,"['1768.0', '636.0']",0.0
11-24-485-03896-519635,"['11-24-485-03896-519632', '11-24-485-03896-519633']",2,"['636.0', '1648.0']",0.0
11-24-485-03896-519641,['11-24-485-03896-519654'],1,,
11-24-485-03896-519642,['11-24-485-03896-519649'],1,,
11-24-485-03896-519645,['11-24-485-03896-519646'],1,['282.0'],0.0
11-24-485-03896-519646,['11-24-485-03896-519645'],1,,
11-24-485-03896-519649,['11-24-485-03896-519642'],1,,
